data,hora,natureza_acidente,situacao,bairro,endereco,,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3,_id,Protocolo
2018-08-09,09:55:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,0,,,SENTIDO OLINDA EM FRENTE A REITORIA DA UPE,AV GOVERNADOR AGAMENON MAGALHAES,,SENTIDO OLINDA EM FRENTE A REITORIA DA UPE,SANTO AMARO,COLISÃO,COLISÃO COM VITIMA A ESPERA DO SAMU,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-09,16:15:00,COM VÍTIMA,FINALIZADA,CIDADE UNIVERSITARIA,RUA GENERAL POLIDORO,3,422,,PROX A PADARIA DELICATESSEN,RUA GENERAL POLIDORO,422,PROX A PADARIA DELICATESSEN,CIDADE UNIVERSITÁRIA,COLISÃO,COLISAO ENTRE AUTO E MOTO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-09,22:30:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DOM JOAO VI,0,,,PROX SHOPING RECIFE E O BOMBREÇO WAL MARKINTIG(VIA MANGUE),AV DOM JOAO VI,,PROX SHOPING RECIFE E O BOMBREÇO WAL MARKINTIG(VIA MANGUE),BOA VIAGEM,COLISÃO,AUTO E MOTO C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-10,08:02:00,COM VÍTIMA,FINALIZADA,IBURA,LAD DA COHAB,3,S/N,,LADEIRA DA UR - 1,LAD DA COHAB,S/N,LADEIRA DA UR - 1,IBURA,ATROPELAMENTO,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-10,12:54:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA PROFESSOR ANDRADE BEZERRA,0,,,EM FRENTE A IGREJA BATISTA DE CAMPO GRANDE,RUA PROFESSOR ANDRADE BEZERRA,,EM FRENTE A IGREJA BATISTA DE CAMPO GRANDE,CAMPO GRANDE,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-10,15:24:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BRUNO VELOSO,0,,AV CONS AGUIAR,NO CRUZAMENTO DA BRUNO VELOSO COM CONSELHEIRO AGUIAR  EM FRENTE A FARMACIA BIG BEN,RUA BRUNO VELOSO,,NO CRUZAMENTO DA BRUNO VELOSO COM CONSELHEIRO AGUIAR  EM FRENTE A FARMACIA BIG BEN,BOA VIAGEM,ATROPELAMENTO,ATROPELAMENTO ENTRE AUTO E PEDESTRE,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-10,15:37:00,COM VÍTIMA,FINALIZADA,CASA FORTE,RUA VITORIANO PALHARES,0,,,POR TRAZ DO ATACADO DOS PRESENTES,RUA VITORIANO PALHARES,,POR TRAZ DO ATACADO DOS PRESENTES,CASA FORTE,COLISÃO,AUTO E MOTO C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-10,16:28:00,COM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,VDO PAPA JOAO PAULO II,0,,,,VDO PAPA JOAO PAULO II,,,ILHA JOANA BEZERRA,ATROPELAMENTO,ATROPELAMENTO ENTRE MOTO E PEDESTRE,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-10,19:23:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,4,1626,,PROXIMO AO RETAURANTE JUIETO E SUPERMERCADO AÇAI,RUA ARQUITETO LUIZ NUNES,1626,PROXIMO AO RETAURANTE JUIETO E SUPERMERCADO AÇAI,IMBIRIBEIRA,COLISÃO,MOTO X GOL,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-11,07:16:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,0,,,QUARTEL DO EXÉRCITO 14º BATALHÃO DE LOGÍSTICA,RUA SAO MIGUEL,,QUARTEL DO EXÉRCITO 14º BATALHÃO DE LOGÍSTICA,AFOGADOS,COLISÃO,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-11,09:04:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,0,,,EM FRENTE AO MAKRO  SENT. BOA VIAGEM,AV RECIFE,,EM FRENTE AO MAKRO  SENT. BOA VIAGEM,AREIAS,COLISÃO,MOTO E AUTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-11,16:26:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,AV ANIBAL BENEVOLO,3,977,,MERCADO SANTO ANDRÉ,AV ANIBAL BENEVOLO,977,MERCADO SANTO ANDRÉ,ÁGUA FRIA,ATROPELAMENTO,IDOSO DE 65 ANOS,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-12,08:01:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,,VIADUTO - SENTIDO CIDADE,AV NORTE,,VIADUTO - SENTIDO CIDADE,SANTO AMARO,COLISÃO,COLISÃO COM VITIMA,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-12,10:58:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ENCANAMENTO,0,,EST UBAIAS,CRUZ COM A ESTRADA DAS UBAIAS DE ESQUINA COM A FARMACIA DROGASIL,EST DO ENCANAMENTO,,CRUZ COM A ESTRADA DAS UBAIAS DE ESQUINA COM A FARMACIA DROGASIL,CASA AMARELA,COLISÃO,COLISÃO COM VITIMA,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-12,14:12:00,COM VÍTIMA,FINALIZADA,ROSARINHO,RUA TELES JUNIOR,3,475,,EM FRENTE AO EDIFICIO PORTO DE OURO,RUA TELES JUNIOR,475,EM FRENTE AO EDIFICIO PORTO DE OURO,ROSARINHO,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-12,14:50:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,0,,,EM FRENTE AO EXTRA SUPERMERCADOS,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE AO EXTRA SUPERMERCADOS,BOA VIAGEM,COLISÃO,CHEVROLET SPIN / FIAT UNO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,19:38:00,COM VÍTIMA,FINALIZADA,ALTO JOSE BONIFACIO,RUA ALTO JOSE BONIFACIO,0,,,QUADRA E AIGREJA BATISTA FILADELFHIA,RUA ALTO JOSE BONIFACIO,,QUADRA E AIGREJA BATISTA FILADELFHIA,ALTO JOSÉ BONIFÁCIO,COLISÃO,COLISÃO COM VITIMA,2,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-12,21:30:00,COM VÍTIMA,FINALIZADA,ROSARINHO,RUA DR JOSE MARIA,3,900,,E/F AO PORTAL DA PICANHA E EDF GRAN PARK,RUA DR JOSE MARIA,900,E/F AO PORTAL DA PICANHA E EDF GRAN PARK,ROSARINHO,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-13,08:00:00,COM VÍTIMA,FINALIZADA,TORROES,AV ENGENHEIRO ABDIAS DE CARVALHO,0,,,SEMÁFORO 271 - SENTIDO SUBÚRBIO,AV ENGENHEIRO ABDIAS DE CARVALHO,,SEMÁFORO 271 - SENTIDO SUBÚRBIO,TORRÕES,COLISÃO,COLISÃO ENTRE DUAS MOTOCICLETAS,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-13,13:38:00,COM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,0,,RUA NOGUEIRA DE SOUZA,COM A RUA NOGUEIRA DE SOUZA,AV ANTONIO DE GOES,,COM A RUA NOGUEIRA DE SOUZA,PINA,COLISÃO,COM UMA VITIMA  SAMU ACIONADO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-13,14:09:00,COM VÍTIMA,FINALIZADA,SOLEDADE,RUA NUNES MACHADO,2,58,,EM FRENTE AO ESPECIAL INGLÊS,RUA NUNES MACHADO,58,EM FRENTE AO ESPECIAL INGLÊS,SOLEDADE,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-13,20:23:00,COM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,AV SAO PAULO,4,1900,,PRÓX AO POSTO SHELL DA JOSÉ RUFINO,AV SAO PAULO,1900,PRÓX AO POSTO SHELL DA JOSÉ RUFINO,JARDIM SÃO PAULO,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-14,12:25:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,4,3302,,AO LADO DO ELEVADO (BRT) - SENTIDO SUBÚRBIO,AV CAXANGA,3302,AO LADO DO ELEVADO (BRT) - SENTIDO SUBÚRBIO,IPUTINGA,COLISÃO,COLISÃO COM VÍTIMA - AUTO PASSEIO EVADIU-SE DO LOCAL SEM PRESTAR O DEVIDO APOIO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-14,16:28:00,COM VÍTIMA,FINALIZADA,BEBERIBE,RUA URIEL DE HOLANDA,0,,,RUA DO COLEGIO ESTADUAL PEDRO CELSO,RUA URIEL DE HOLANDA,,RUA DO COLEGIO ESTADUAL PEDRO CELSO,BEBERIBE,ATROPELAMENTO,COM DUAS VITIMAS,,1,,,2,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-14,16:36:00,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,4,7696,,EM FRENTE A ESCOLA MUNICIPAL ABEL GUERREIROS / SENT SUB,AV NORTE,7696,EM FRENTE A ESCOLA MUNICIPAL ABEL GUERREIROS / SENT SUB,MACAXEIRA,COLISÃO,VAN E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-14,17:03:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,AV PROFESSOR JOSE DOS ANJOS,0,,,AO LADO DO DNOCS,AV PROFESSOR JOSE DOS ANJOS,,AO LADO DO DNOCS,TAMARINEIRA,COLISÃO,COLISAO ENTRE AUTO E MOTO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-15,07:11:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,4,2739,,EM FRENTE A PIZZARIA ATLANTICO,AV RECIFE,2739,EM FRENTE A PIZZARIA ATLANTICO,IPSEP,COLISÃO,MOTO E ONIBUS,,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,
2018-08-15,12:17:00,COM VÍTIMA,FINALIZADA,DOIS IRMAOS,RUA MANUEL DE MEDEIROS,3,441,,RUA ENTRE A PONTE DO BREDO E A ESC OLA LIONS PARNAMIRIM,RUA MANUEL DE MEDEIROS,441,RUA ENTRE A PONTE DO BREDO E A ESC OLA LIONS PARNAMIRIM,DOIS IRMÃOS,COLISÃO,COM DUAS VITIMAS SAMU NO LOCAL,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-15,14:20:00,COM VÍTIMA,FINALIZADA,ROSARINHO,RUA GENERAL ABREU E LIMA,3,144,,POR TRAZ DO HOSPITAL DA TAMARINEIRA,RUA GENERAL ABREU E LIMA,144,POR TRAZ DO HOSPITAL DA TAMARINEIRA,ROSARINHO,COLISÃO,COLISÃO COM VITIMA  VITIMA NO LOCAL,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-15,17:28:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA PROFESSOR FRANCISCO DA TRINDADE,0,,RUA SÃO CAETANO,NA ESQUINA COM A RUA SÃO CAETANO  APOS O CLUB DAS PÃES,RUA PROFESSOR FRANCISCO DA TRINDADE,,NA ESQUINA COM A RUA SÃO CAETANO  APOS O CLUB DAS PÃES,CAMPO GRANDE,COLISÃO,COLISÃO COM VITIMA/ MOTOCICLISTA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-15,18:21:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,0,,,EM FRENTE A ENTRADA DA EXPOSIÇAO DE ANIMAIS/S/T CIDADE SUB,AV CAXANGA,,EM FRENTE A ENTRADA DA EXPOSIÇAO DE ANIMAIS/S/T CIDADE SUB,CORDEIRO,ATROPELAMENTO,HAMBULANCIA,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
2018-08-15,18:27:00,COM VÍTIMA,FINALIZADA,SAO JOSE,RUA IMPERIAL,0,,TRV RAPOSO,SEMÁFORO 510 - COM A TRAVESSA DO RAPOSO,RUA IMPERIAL,,SEMÁFORO 510 - COM A TRAVESSA DO RAPOSO,SÃO JOSÉ,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-16,08:23:00,COM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,3,217,,,AV VISCONDE DE ALBUQUERQUE,217,,MADALENA,ACID. DE PERCURSO,MOTOCICLISTA CAIU DA MOTO.,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-16,11:20:00,COM VÍTIMA,FINALIZADA,SANCHO,AV LIBERDADE,3,623,,,AV LIBERDADE,623,,SANCHO,COLISÃO,COLISÃO ENTRE MOTOCICLETA E AUTO PASSEIO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-16,16:47:00,COM VÍTIMA,FINALIZADA,PINA,AV CELSO FURTADO,0,,,SENTIDO SUBÚBIO  AO LADO DO SHOPPING RIO MAR,AVENIDA CELSO FURTADO (VIA MANGUE),,SENTIDO SUBÚBIO  AO LADO DO SHOPPING RIO MAR,PINA,ATROPELAMENTO,ATROPELAMENTO ENTRE AUTO E PEDRESTRE,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-16,23:11:00,COM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,AV DR JOSE RUFINO,0,,RUA IPOJUCA,CRUZAMENTO COM A RUA IPOJUCA // SEMAFORO 044,AV DR JOSE RUFINO,,CRUZAMENTO COM A RUA IPOJUCA // SEMAFORO 044,JARDIM SÃO PAULO,COLISÃO,MOTO X FOX,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-16,23:34:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV DR JAYME DA FONTE,0,,,PROX AO CAMPO DO 11,AV DR JAYME DA FONTE,,PROX AO CAMPO DO 11,SANTO AMARO,COLISÃO,MOTO X GRANDE SIENA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-17,11:27:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV ENGENHEIRO AGAMENON DE MAGALHAES MELO,0,,,SOBRE O VIADUTO INDEPENDÊNCIA SENTIDO OLINDA,AV ENGENHEIRO AGAMENON DE MAGALHAES MELO,,SOBRE O VIADUTO INDEPENDÊNCIA SENTIDO OLINDA,BOA VISTA,ACID. DE PERCURSO,MOTOCICLISTA CAIU NA VIA,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-17,12:29:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,4,2117,,EM FRENTE A CAXANGA ACESSORIOS / SENT CIDADE,AV CAXANGA,2117,EM FRENTE A CAXANGA ACESSORIOS / SENT CIDADE,CAXANGÁ,ATROPELAMENTO,PEDESTRE E AUTO,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-17,12:50:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA VINTE E UM DE ABRIL,3,628,,EM FRENTE AO RESTAURANTE RERCANTO VINTE E UM,RUA VINTE E UM DE ABRIL,628,EM FRENTE AO RESTAURANTE RERCANTO VINTE E UM,AFOGADOS,COLISÃO,COM UMA VITIMA BOMBEIROS NO LOCAL,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-17,15:04:00,COM VÍTIMA,FINALIZADA,ILHA DO RETIRO,AV JOSE GONCALVES DE MEDEIROS,3,107,,EM FRENTE AO EXTRA DA BENFICA SENT/SPORT CRUB,AV JOSE GONCALVES DE MEDEIROS,107,EM FRENTE AO EXTRA DA BENFICA SENT/SPORT CRUB,ILHA DO RETIRO,COLISÃO,COM UMA VITIMA AGUARDANDO O SAMU INSPETOR FAZENDO B.O,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-17,18:29:00,COM VÍTIMA,FINALIZADA,CAXANGA,RUA PROFESSOR ANTONIO COELHO,0,,AV GAL POLIDORO,CRUZAMENTO COM COLEGIO PONTUAL SENTIDO AV GENERAL POLIDORO,RUA PROFESSOR ANTONIO COELHO,,CRUZAMENTO COM COLEGIO PONTUAL SENTIDO AV GENERAL POLIDORO,CAXANGÁ,COLISÃO,MOTO X DOBLO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-18,04:24:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,0,,,ENF A IGREJA PRESBITERIANA PROX A ENTRADA DO SHOPPING RECIFE,RUA RIBEIRO DE BRITO,,ENF A IGREJA PRESBITERIANA PROX A ENTRADA DO SHOPPING RECIFE,BOA VIAGEM,CHOQUE,HB 20 X POSTE OBS: PERSEGUIÇAO VIATURA DA POLICIA NO LOCAL,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,
2018-08-18,15:29:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,0,,,SAÍDA DO IBURA,AV RECIFE,,SAÍDA DO IBURA,IPSEP,COLISÃO,HONDA CG150 FAN- MBENS 710,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
2018-08-18,22:49:00,COM VÍTIMA,FINALIZADA,IBURA,RUA GONCALO LEITAO,0,,,PROXIMO A QUADRA DA UR 04 E EM FRENTE A ASSEMBLEIA DE DEUS,RUA GONCALO LEITAO,,PROXIMO A QUADRA DA UR 04 E EM FRENTE A ASSEMBLEIA DE DEUS,IBURA,COLISÃO,DUAS MOTOS,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,
2018-08-19,03:42:00,COM VÍTIMA,FINALIZADA,RECIFE,RUA DO BRUM,0,,,POR TRÁS DA ANTIGA FÁBRICA DA PILLAR // ANTES DO FORTE DO BRUM  ÚLTIMA RUA À ESQUERDA,RUA DO BRUM,,POR TRÁS DA ANTIGA FÁBRICA DA PILLAR // ANTES DO FORTE DO BRUM  ÚLTIMA RUA À ESQUERDA,BAIRRO DO RECIFE,CHOQUE,CONDUTOR  PERSEGUIDO POR AGENTES DA LEI SECA  PERDEU O CONTROLE DO VEÍCULO  COLIDINDO-O CONTRA UM POSTE. CONDUTOR CHOCOU A CABEÇA CONTRA O PROPRIO VEICULO E FOI SOCORRIDO PELA VIATURA DA PMPE.,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-19,13:51:00,COM VÍTIMA,FINALIZADA,ALTO JOSE BONIFACIO,RUA ALTO BRASIL,3,736,,EM FRENTE A PAN LUCAS  EM FRENTE AO TERMINAL DE ÔNIBUS DO ALTO JOSÉ BONIFACIO,RUA ALTO BRASIL,736,EM FRENTE A PAN LUCAS  EM FRENTE AO TERMINAL DE ÔNIBUS DO ALTO JOSÉ BONIFACIO,ALTO JOSÉ BONIFÁCIO,COLISÃO,COLISÃO ENTRE AUTO E MOTO C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-19,19:17:00,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,3,634,,AO LADO DA EMPRESA TRANSVAL E E/F AO COLÉGIO INDEPENDÊNCIA  SNT SUB,AV DR JOSE RUFINO,634,AO LADO DA EMPRESA TRANSVAL E E/F AO COLÉGIO INDEPENDÊNCIA  SNT SUB,AREIAS,COLISÃO,ENTRE 2 AUTOS. C/V,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-20,13:23:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,0,,,NA PRAÇA DO DERBY   SENTIDO BOA VIAGEM,AV GOVERNADOR AGAMENON MAGALHAES,,NA PRAÇA DO DERBY   SENTIDO BOA VIAGEM,DERBY,COLISÃO,COLISÃO COM VÍTIMA  MOTO E CARRO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-20,14:34:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA ODORICO MENDES,0,,,EM FRENTE AO IC,RUA ODORICO MENDES,,EM FRENTE AO IC,CAMPO GRANDE,COLISÃO,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-20,17:53:00,COM VÍTIMA,FINALIZADA,TORROES,AV CAXANGA,0,,,C /RUA INÁCIO MONTEIRO,AV CAXANGA,,C /RUA INÁCIO MONTEIRO,TORRÕES,COLISÃO COM CICLISTA,MOTOCICLETA E BICICLETA,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-20,18:28:00,COM VÍTIMA,FINALIZADA,PORTO DA MADEIRA,AV BEBERIBE,4,3530,,PROXIMO AO CONJUNTO JOÃO PAULO II,AV BEBERIBE,3530,PROXIMO AO CONJUNTO JOÃO PAULO II,PORTO DA MADEIRA,COLISÃO,DOIS AUTOS E UMA MOTO,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-20,19:41:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,VDO PRESIDENTE TANCREDO NEVES,0,,,POR CIMA DO VIADUTO TANCREDO NEVES  SNT BR 101 / PRÓX AO SAL E BRAZA,VIADUTO TANCREDO NEVES,,POR CIMA DO VIADUTO TANCREDO NEVES  SNT BR 101 / PRÓX AO SAL E BRAZA,BOA VIAGEM,ENGAVETAMENTO,ENTRE 3 AUTOS E MOTO. C/V,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-21,06:57:00,COM VÍTIMA,FINALIZADA,CABANGA,PTE AGAMENON MAGALHAES,0,,,APÓS A PONTE PRÓXIMO DO CABANGA IATE CLUBE,PTE AGAMENON MAGALHAES,,APÓS A PONTE PRÓXIMO DO CABANGA IATE CLUBE,CABANGA,CHOQUE,VEÍCULO CHOCOU-SE COM POSTE,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-21,10:11:00,COM VÍTIMA,FINALIZADA,SANTO ANTONIO,RUA FLORIANO PEIXOTO,0,,,EM FRENTE A ESTAÇÃO RECIFE EM BAIXO DO SEMAFORO 012,RUA FLORIANO PEIXOTO,,EM FRENTE A ESTAÇÃO RECIFE EM BAIXO DO SEMAFORO 012,SANTO ANTÔNIO,COLISÃO,COLISÃO COM VITIMA A ESPERA DO SAMU,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2018-08-21,13:50:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA AMELIA,0,,,ESQUINA DO ESPINHEIRO SHOPPING,RUA AMELIA,,ESQUINA DO ESPINHEIRO SHOPPING,ESPINHEIRO,COLISÃO,COLISÃO COM VITIMA  AGUARDANDO O SAMU,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-21,14:15:00,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,0,,,EM FRENTE AO POSTO IPIRANGA / SENT CIDADE,EST DOS REMEDIOS,,EM FRENTE AO POSTO IPIRANGA / SENT CIDADE,AFOGADOS,COLISÃO,DUAS MOTOS,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-21,14:45:00,COM VÍTIMA,FINALIZADA,ARRUDA,EST VELHA DE AGUA FRIA,0,,,PROX. AO CANAL  JUNTO AO SEMAFORO 306,EST VELHA DE AGUA FRIA,,PROX. AO CANAL  JUNTO AO SEMAFORO 306,ARRUDA,COLISÃO,COLISÃO COM VITIMAS  VITIMA NO LOCAL AGUARDANDO ATENDIMENTO,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-21,15:24:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,0,,,EM FRENTE A FAFIRE/ SENTIDO CENTRO,AV CONDE DA BOA VISTA,,EM FRENTE A FAFIRE/ SENTIDO CENTRO,BOA VISTA,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-22,06:09:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,3,514,,PROXIMO A CIA E ATACADAO DOS PRESENTES,AV CONDE DA BOA VISTA,514,PROXIMO A CIA E ATACADAO DOS PRESENTES,BOA VISTA,ATROPELAMENTO,ATROPELAMENTOS DE PEDESTRE NO CORREDOR DE ÔNIBUS,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,
2018-08-22,11:19:00,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,,EM FRENTE AO REI DA PICANHA,AV NORTE,,EM FRENTE AO REI DA PICANHA,VASCO DA GAMA,ATROPELAMENTO,COLISÃO COM UMA VÍTIMA,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-22,19:48:00,COM VÍTIMA,FINALIZADA,CAJUEIRO,AV BEBERIBE,4,3433,,PROX AO CONJUNTO RESIDENCIAL JOAO 23 // ENF ARENA SHOW,AV BEBERIBE,3433,PROX AO CONJUNTO RESIDENCIAL JOAO 23 // ENF ARENA SHOW,CAJUEIRO,COLISÃO,HB 20 X MOTO,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-22,19:55:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA MARIO CAMPELO,0,,RUA FRANCISCO LISBOA,CRUZ COM A FRANCISCO LISBOA / PRÓX A PRC DA VÁRZEA,RUA MARIO CAMPELO,,CRUZ COM A FRANCISCO LISBOA / PRÓX A PRC DA VÁRZEA,VÁRZEA,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-23,07:52:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,AV BEBERIBE,0,,,SEMÁFORO 405,AV BEBERIBE,,SEMÁFORO 405,ÁGUA FRIA,ATROPELAMENTO ANIMAL,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-23,11:08:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA NUNES MACHADO,2,58,,E/F A ESCOLA DE IDIOMAS ESPECIAL. AO LDO DA UNICAP,RUA NUNES MACHADO,58,E/F A ESCOLA DE IDIOMAS ESPECIAL. AO LDO DA UNICAP,BOA VISTA,COLISÃO,SEM VÍTIMAS. BATEDORES NO LOCAL.,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
