data,hora,natureza_acidente,situacao,bairro,endereco,,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3,_id,Protocolo
2019-10-15,14:34:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,3,174,RUA AMALIA BERNARDINO DE SOUZA,EM FRENTE AO POSTO BR E UNINASSAU,RUA ERNESTO DE PAULA SANTOS,174,EM FRENTE AO POSTO BR E UNINASSAU,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,AUTO E MOTO.,1,1,,,,,,,,3,,,CIDADE,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,50 km/h,Única,Faixa seccionada,,,,
2019-10-15,21:21:00,COM VÍTIMA,FINALIZADA,TORRE,RUA JOSE BONIFACIO,0,,RUA VITORIANO PALHARES,AO LADO DO ATACADO DOS PRESENTES,RUA JOSE BONIFACIO,,AO LADO DO ATACADO DOS PRESENTES,TORRE,ABALROAMENTO TRANSVERSAL,COLISÃO ENTRE AUTO E MOTO C/V,1,1,,,,,,,,1,,301,SUBURBIO,Esquina,Bom,Sem defeito,Incompleta,Seca,Mal iluminada,Não existe,Não há placas,,Única,Não existe,,,,
2019-10-16,08:27:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA SPORT CLUBE DO RECIFE,0,,,EM FRENTE A LOJA OFICIAL DO SPORT,RUA SPORT CLUBE DO RECIFE,,EM FRENTE A LOJA OFICIAL DO SPORT,MADALENA,CHOQUE VEÍCULO PARADO,COLISÃO COM VÍTIMA ENTRE AUTO E MOTO.,1,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Outras,,Dupla,Canteiro central,,,,
2019-10-16,10:26:00,COM VÍTIMA,FINALIZADA,SAO JOSE,AV SUL GOV. CID SAMPAIO,4,2077,,EM FRENTE A SECRETARIA DA FAZENDA,AV SUL,2077,EM FRENTE A SECRETARIA DA FAZENDA,SÃO JOSÉ,COLISÃO TRASEIRA,COLISÃO C/VITIMA ENTRE UM AUTO E MOTO,1,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,,,
2019-10-16,11:11:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,4,1379,,EM FRENTE AO POSTO DE GASOLINA SHELL E A ESTAÇÃO PADRE INGLÊS 2,AV CONDE DA BOA VISTA,1379,EM FRENTE AO POSTO DE GASOLINA SHELL E A ESTAÇÃO PADRE INGLÊS 2,BOA VISTA,ATROPELAMENTO,ÔNIBUS E PEDESTRE,,,,,1,1,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6c,,Dupla,Faixa contínua,,,,
2019-10-16,20:11:00,COM VÍTIMA,FINALIZADA,ESTANCIA,AV JOAO CABRAL DE MELO NETO,0,,AV RECIFE,ENTRADA DE JARDIM SÃO PAULO,AV JOAO CABRAL DE MELO NETO,,ENTRADA DE JARDIM SÃO PAULO,ESTÂNCIA,CHOQUE OBJETO FIXO,VEICULO CHOCOU-SE COM POSTE DE ILUMINAÇÃO E CAPOTOU.,1,,,,,,,,,1,,259,CIDADE,Cruzamento,Bom,Sem defeito,,Seca,,Faixa de pedestre,Não há placas,,Dupla,Canteiro central,,,,
2019-10-16,21:11:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,0,,AV GENERAL SAN MARTIN,,AV ENGENHEIRO ABDIAS DE CARVALHO,,AV GENERAL SAN MARTIN,BONGI,ABALROAMENTO TRANSVERSAL,AUTO PASSEIO X MOTO,1,1,,,,,,,,1,,58,SUBURBIO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,50 km/h,Dupla,Canteiro central,,,,
2019-10-17,07:39:00,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA N S DA SAUDE,3,309,,PRÓXIMO AO PARQUE DO CAIARA.,RUA N S DA SAUDE,309,PRÓXIMO AO PARQUE DO CAIARA.,CORDEIRO,ABALROAMENTO LONGITUDINAL,AUTO E MOTO.,1,1,,,,,,,,1,,,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Faixa seccionada,,,,
2019-10-17,11:09:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,0,,,EM FRENTE AO MINISTÉRIO DO TRABALHO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO MINISTÉRIO DO TRABALHO,SANTO AMARO,COLISÃO TRASEIRA,AUTO E MOTO.,1,1,,,,,,,,1,,108,BOA VIAGEM,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Dupla,Canal,,,,
2019-10-17,11:20:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,4,1165,,EM FRENTE A CAIXA ECONOMICA FEDERAL.,AV CAXANGA,1165,EM FRENTE A CAIXA ECONOMICA FEDERAL.,CAXANGÁ,ATROPELAMENTO,AUTO E PEDESTRE.,1,,,,1,,,,,1,,,CIDADE,Longo da via,Bom,,Perfeito estado,Seca,Perfeito estado,,R-6a,,Dupla,Canteiro central,,,,
2019-10-17,12:32:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,0,,,E/F A EUROVIA,AV MARECHAL MASCARENHAS DE MORAES,,E/F A EUROVIA,IMBIRIBEIRA,ACID. DE PERCURSO,OLÉO DERRAMADO NA VIA,,1,,,,,,,,1,,534,BOA VIAGEM,,,,,,,,,,,,,,,
2019-10-17,16:03:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,4,1964,,EM FRENTE A ASSEMBLEIA DE DEUS,AV CAXANGA,1964,EM FRENTE A ASSEMBLEIA DE DEUS,CORDEIRO,ABALROAMENTO LONGITUDINAL,AUTO E MOTO.,1,1,,,,,,,,1,,267,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa seccionada,Canteiro central,,,
2019-10-17,18:56:00,VÍTIMA FATAL,FINALIZADA,ALTO JOSE BONIFACIO,RUA ALTO DA SERRINHA,3,109,,E/F AO ARMAZEM SHALOM,RUA ALTO DA SERRINHA,109,E/F AO ARMAZEM SHALOM,ALTO JOSÉ BONIFÁCIO,COLISÃO COM CICLISTA,ONIBUS X CICLISTA COM VÍTAMA FATAL,,,,1,,1,,,,,1,,SUBURBIO,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-17,19:20:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VDO PRESIDENTE TANCREDO NEVES,0,,,SOBRE O VIADUTO TRANQUEDO NEVES ( NO MEIO DO VIADUTO) SENTIDO SHOPPING RECIFE,VIADUTO TANCREDO NEVES,,SOBRE O VIADUTO TRANQUEDO NEVES ( NO MEIO DO VIADUTO) SENTIDO SHOPPING RECIFE,IMBIRIBEIRA,COLISÃO COM CICLISTA,MOTO X CICLISTA,,1,,1,,,,,,2,,,BOA VIAGEM,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,,,
2019-10-17,20:02:00,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,0,,,E/F AO POSTO TOTAL,AV ENGENHEIRO DOMINGOS FERREIRA,,E/F AO POSTO TOTAL,PINA,ABALROAMENTO LONGITUDINAL,AUTO PASSEIO X MOTO COM VÍTIMA,1,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,,,
2019-10-18,13:58:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOSE DA SILVA LUCENA,3,241,,E/F A LOJA DE VINHOS LACOMEX,RUA JOSE DA SILVA LUCENA,241,E/F A LOJA DE VINHOS LACOMEX,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,DOIS AUTOS,2,,,,,,,,,1,,,SUBURBIO,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-18,15:30:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,RUA AURORA,PONTE LIMOEIRO,AV NORTE,,PONTE LIMOEIRO,SANTO AMARO,ABALROAMENTO TRANSVERSAL,AUTO E MOTO.,1,1,,,,,,,,1,,243,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-25d,,Dupla,Canteiro central,,,,
2019-10-18,16:04:00,COM VÍTIMA,FINALIZADA,MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,0,,RUA JOSE MOREIRA REIS,E/F AO SESI DA MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,,E/F AO SESI DA MUSTARDINHA,MUSTARDINHA,ABALROAMENTO TRANSVERSAL,CAMINHÃO E MOTO.,,1,,,,,1,,,1,,,MANGUEIRA,Cruzamento,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,R-6a,,Dupla,Faixa seccionada,,,,
2019-10-18,17:47:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,3,943,,PROXIMO AO HOSPITAL PAN DE AREIAS,AV RECIFE,943,PROXIMO AO HOSPITAL PAN DE AREIAS,AREIAS,COLISÃO COM CICLISTA,ACIDENTE ENVOLVENDO AUTO  MOTO E BICICLETA.,1,1,,1,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Única,Canteiro central,,,,
2019-10-18,18:42:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,3,210,RUA CAMBOIM,PROX A EMPRESA MAISON CRISTAL,RUA DEZ DE JULHO,210,PROX A EMPRESA MAISON CRISTAL,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,DOIS AUTOS E UMA MOTO.,2,1,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,,Única,Faixa seccionada,,,,
2019-10-18,18:52:00,COM VÍTIMA,FINALIZADA,TEJIPIO,AV DR JOSE RUFINO,4,2923,,PROX A ESCOLA ALBERTO TORRE E RESIDENCIAL PEDRO MACHADO.,AV DR JOSE RUFINO,2923,PROX A ESCOLA ALBERTO TORRE E RESIDENCIAL PEDRO MACHADO.,TEJIPIÓ,ABALROAMENTO LONGITUDINAL,AUTO E MOTO,1,1,,,,,,,,2,,,SUBURBIO,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Outros,Outras,,Dupla,Faixa contínua,,,,
2019-10-18,19:54:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,RUA DA HARMONIA,3,301,RUA MAJOR NEREU GUERRA,PROX AGALERIA VIA APIR,RUA DA HARMONIA,301,PROX AGALERIA VIA APIR,CASA AMARELA,COLISÃO FRONTAL,AUTO E MOTO,1,1,,,,,,,,2,,598,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,30 km/h,Dupla,Faixa contínua,,,,
2019-10-18,21:16:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA N S DA SAUDE,3,551,AV MAURICIO DE NASSAU,PROX AO RESIDENCIAL CLUBE DO AUTOMOVEL,RUA N S DA SAUDE,551,PROX AO RESIDENCIAL CLUBE DO AUTOMOVEL,IPUTINGA,ABALROAMENTO TRANSVERSAL,DOIS AUTOS.,2,,,,,,,,,1,,88,SUBURBIO,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,,,
2019-10-19,03:09:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA OSVALDO CRUZ,3,412,,PRAÇA OSVALDO CRUZ // E/F AO TEATRO VALDEMAR DE OLIVEIRA,RUA OSVALDO CRUZ,412,PRAÇA OSVALDO CRUZ // E/F AO TEATRO VALDEMAR DE OLIVEIRA,BOA VISTA,ATROPELAMENTO,AUTO E PEDESTRE.,1,,,,1,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,,,Única,Não existe,,,,
2019-10-19,07:35:00,COM VÍTIMA,FINALIZADA,BEBERIBE,RUA URIEL DE HOLANDA,0,,,EM FRENTE A ESCOLA PEDRO CELSO,RUA URIEL DE HOLANDA,,EM FRENTE A ESCOLA PEDRO CELSO,BEBERIBE,ABALROAMENTO LONGITUDINAL,AUTO E MOTO. INFORMAÇÕES DE QUE O AUTO DE PLACA SE EVADIU DO LOCAL DO ACIDENTE.,1,1,,,,,,,,1,,,PRAÇA DA CONVENÇÃO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,,,,
2019-10-19,08:15:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETERIO,RUA PROFESSOR JOSE AMARINO DOS REIS,3,379,,PRÓXIMO A IGREJA BATISTA NO CORREGO DO TIRO.,RUA PROFESSOR JOSE AMARINO DOS REIS,379,PRÓXIMO A IGREJA BATISTA NO CORREGO DO TIRO.,BOMBA DO HEMETÉRIO,COLISÃO FRONTAL,ÔNIBUS E MOTO.,1,1,,,,,,,,2,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,30 km/h,Dupla,Faixa contínua,,,,
2019-10-19,14:26:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,RUA PADRE LEMOS,2,66,,EM FRENTE A FARMACIA PAGUE MENOS E PATIO DA FEIRA,RUA PADRE LEMOS,66,EM FRENTE A FARMACIA PAGUE MENOS E PATIO DA FEIRA,CASA AMARELA,ATROPELAMENTO,AUTO E PEDESTRE.,1,,,,1,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa seccionada,,,,
2019-10-19,17:26:00,COM VÍTIMA,FINALIZADA,PRADO,RUA CARLOS GOMES,3,708,RUA DINIZ BARRETO,EM FRENTE A GALERIA SANTA EDWIGES,RUA CARLOS GOMES,708,EM FRENTE A GALERIA SANTA EDWIGES,PRADO,ABALROAMENTO LONGITUDINAL,AUTO E MOTO.,1,1,,,,,,,,2,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,,Única,Faixa seccionada,Outros,,,
2019-10-20,03:51:00,COM VÍTIMA,FINALIZADA,TORROES,AV BICENTENARIO DA REVOLUCAO FRANCESA,4,1015,RUA ZUMBI DOS PALMARES,EM FRENTE A LOJINHA FRANCYS  PROX DE ROBERTO MÓVEIS,AV BICENTENARIO DA REVOLUCAO FRANCESA,1015,EM FRENTE A LOJINHA FRANCYS  PROX DE ROBERTO MÓVEIS,TORRÕES,ABALROAMENTO TRANSVERSAL,COLISÃO ENTRE AUTO E MOTO,1,,1,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-20,07:14:00,COM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,3,340,,EM FRENTE AO EMPRESARIAL NEWTON MELO,AV ANTONIO DE GOES,340,EM FRENTE AO EMPRESARIAL NEWTON MELO,PINA,ABALROAMENTO LONGITUDINAL,DOIS AUTOS,2,,,,,,,,,1,,277,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Única,Canteiro central,,,,
2019-10-20,11:22:00,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,RUA VASCO DA GAMA,3,762,,PROX A LOJA FRANGO NOVO,RUA VASCO DA GAMA,762,PROX A LOJA FRANGO NOVO,VASCO DA GAMA,ABALROAMENTO LONGITUDINAL,DOIS AUTOS E UMA MOTO.,2,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-20,19:10:00,COM VÍTIMA,FINALIZADA,CABANGA,PTE AGAMENON MAGALHAES,0,,,PONTE DO PINA CONTINUAÇÃO DA AV ENGº ANTONIO DE GOIS,PTE AGAMENON MAGALHAES,,PONTE DO PINA CONTINUAÇÃO DA AV ENGº ANTONIO DE GOIS,CABANGA,TOMBAMENTO,MOTO,,1,,,,,,,,1,,,SUBURBIO,Ponte,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Canteiro central,,,,
2019-10-20,22:00:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETERIO,RUA BOMBA DO HEMETERIO,3,306,,PROX AO GIGANTES DO SAMBA/ E/F A FARMACIA KIFARMA,RUA BOMBA DO HEMETERIO,306,PROX AO GIGANTES DO SAMBA/ E/F A FARMACIA KIFARMA,BOMBA DO HEMETÉRIO,COLISÃO TRASEIRA,MOTO X AUTO PASSEIO COM VÍTIMA,1,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-20,23:05:00,COM VÍTIMA,FINALIZADA,MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,3,492,RUA JOAO TRAJANO DA SILVA,E/F AO ATAREJO ESPERANÇA/ PROX AO SESI,AV MANOEL GONCALVES DA LUZ,492,E/F AO ATAREJO ESPERANÇA/ PROX AO SESI,MUSTARDINHA,ABALROAMENTO TRANSVERSAL,MOTO X AUTO PASSEIO COM VÍTIMA,1,1,,,,,,,,1,,,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,,Dupla,Faixa seccionada,,,,
2019-10-21,08:47:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,4,3021,,LADO OPOSTO AO POSTO FEDERAL.,AV RECIFE,3021,LADO OPOSTO AO POSTO FEDERAL.,IPSEP,CHOQUE OBJETO FIXO,CONDUTOR DA MOTOCICLETA INFORMOU QUE O ACIDENTE SE CONSUMOU APÓS DESVIAR DE UM PEDESTRE.,,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Dupla,Faixa seccionada,Canteiro central,,,
2019-10-21,14:45:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,4,3560,,LADO OPOSTO AO RESTAURANTE BRAZETTUS. EM FRENTE A ESCOLA PADRE DEHON.,AV CAXANGA,3560,LADO OPOSTO AO RESTAURANTE BRAZETTUS. EM FRENTE A ESCOLA PADRE DEHON.,IPUTINGA,COLISÃO COM CICLISTA,ÔNIBUS E BICICLETA. O ÔNIBUS SE EVADIU DO LOCAL DO ACIDENTE.,,,,1,,1,,,,1,,229,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa,Canteiro central,,,
2019-10-21,15:20:00,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,4,1495,RUA IPOJUCA,E/F AO POSTO SHELL E IGREJA PRESBITERIANA DE AREIAS.,AV DR JOSE RUFINO,1495,E/F AO POSTO SHELL E IGREJA PRESBITERIANA DE AREIAS.,AREIAS,ABALROAMENTO LONGITUDINAL,AUTO E MOTO.,1,1,,,,,,,,1,,44,,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,,,,
2019-10-21,16:00:00,COM VÍTIMA,FINALIZADA,ZUMBI,AV CAXANGA,4,1214,RUA SOUZA BANDEIRA,E/F A DROGASIL E FUNERÁRIA SANTA PAULA.,AV CAXANGA,1214,E/F A DROGASIL E FUNERÁRIA SANTA PAULA.,ZUMBI,ABALROAMENTO TRANSVERSAL,COLISÃO C/VITIMA ENTRE AUTO E MOTO (AUTO SE EVADIU DO LOCAL),1,1,,,,,,,,1,,236,SUBURBIO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Canteiro central,,,,
2019-10-21,22:12:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,4,5612,,PRÓX A ASSEMBLEIA DE DEUS E AO T.I/ E/F AO EDF TORRES DO MIRANTE  SNT CAMARAGIBE,AV CAXANGA,5612,PRÓX A ASSEMBLEIA DE DEUS E AO T.I/ E/F AO EDF TORRES DO MIRANTE  SNT CAMARAGIBE,CAXANGÁ,COLISÃO TRASEIRA,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,232,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa contínua,,,,
2019-10-22,11:04:00,COM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,AV RECIFE,4,5630,AV JOAO CABRAL DE MELO NETO,LABORATÓRIO CERPE,AV RECIFE,5630,LABORATÓRIO CERPE,JARDIM SÃO PAULO,COLISÃO COM CICLISTA,AUTO E BICICLETA.,1,,,1,,,,,,1,,259,CEASA,Longo da via,Bom,Desligado,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,Faixa seccionada,Canteiro central,,
2019-10-22,13:25:00,VÍTIMA FATAL,FINALIZADA,VARZEA,RUA GASTAO VIDIGAL,3,699,,EM FRENTE AO MOTEL TROPICAL,RUA GASTAO VIDIGAL,699,EM FRENTE AO MOTEL TROPICAL,VÁRZEA,COLISÃO COM CICLISTA,ÔNIBUS E BICICLETA.,,,,1,,1,,,,,1,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,,Dupla,Faixa contínua,,,,
2019-10-22,15:35:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4,4200,,E/F AO EDF. RIBELA,AV BOA VIAGEM,4200,E/F AO EDF. RIBELA,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,DOIS AUTOS E UMA MOTO.,2,1,,,,,,,,1,,113,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Única,Faixa seccionada,,,,
2019-10-22,15:46:00,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,0,,EST DO BONGI,E/F AO POSTO BR,EST DOS REMEDIOS,,E/F AO POSTO BR,AFOGADOS,COLISÃO TRASEIRA,DOIS AUTOS E UMA MOTO.,2,1,,,,,,,,1,,394,CIDADE,Longo da via,Bom,Com defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa contínua,,,,
2019-10-23,09:46:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,3,475,RUA JORGE DE LIMA,GIOVANNI SONDA,AV GENERAL MAC ARTHUR,475,GIOVANNI SONDA,IMBIRIBEIRA,ABALROAMENTO LONGITUDINAL,AUTO E MOTO,1,1,,,,,,,,1,,402,CIDADE,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,40 km/h,Única,Faixa contínua,,,,
2019-10-23,15:27:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,0,,RUA JOAO IVO DA SILVA,,AV ENGENHEIRO ABDIAS DE CARVALHO,,,PRADO,COLISÃO TRASEIRA,COLISÃO COM VÍTIMA,,2,,,,,,,,2,,132,SUBURBIO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Dupla,Canteiro central,,,,
2019-10-23,20:01:00,COM VÍTIMA,FINALIZADA,PAISSANDU,RUA GENERAL JOAQUIM INACIO,3,495,,ENF . AO EMPRESARIAL SÁ LEITAO,RUA GENERAL JOAQUIM INACIO,495,ENF . AO EMPRESARIAL SÁ LEITAO,PAISSANDU,ATROPELAMENTO,AUTO E PEDESTRE,1,,,,1,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,,,
2019-10-24,00:47:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,4,1326,RUA AMALIA BERNARDINO DE SOUZA,PROX DA IGREJA COMUNIDADE BOM JESUS,RUA RIBEIRO DE BRITO,1326,PROX DA IGREJA COMUNIDADE BOM JESUS,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,COLISÃO ENTRE DOIS AUTOS C/V,2,,,,,,,,,1,,,CIDADE,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,,,
2019-10-24,08:16:00,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,RUA VASCO DA GAMA,3,503,,EM FRENTE A IGREJA CATOLICA SÃO SEBASTIÃO,RUA VASCO DA GAMA,503,EM FRENTE A IGREJA CATOLICA SÃO SEBASTIÃO,VASCO DA GAMA,COLISÃO TRASEIRA,CAMINHÃO E MOTO.,,1,,,,,1,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,30 km/h,Dupla,Não existe,,,,
2019-10-24,08:44:00,COM VÍTIMA,FINALIZADA,COELHOS,RUA DOS COELHOS,3,467,,EM FRENTE AO IMIP,RUA DOS COELHOS,467,EM FRENTE AO IMIP,COELHOS,COLISÃO FRONTAL,AUTO E MOTO.,1,1,,,,,,,,2,,,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,30 km/h,Dupla,Faixa contínua,,,,
2019-10-24,12:30:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA TREZE DE MAIO,0,,RUA PEDRO AFONSO,AO LADO DA SOCIEDADE BIBLICA DO BRASIL,RUA TREZE DE MAIO,,AO LADO DA SOCIEDADE BIBLICA DO BRASIL,SANTO AMARO,ABALROAMENTO LONGITUDINAL,AUTO E MOTO,1,1,,,,,,,,1,,427,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,,Dupla,Faixa contínua,,,,
2019-10-24,14:58:00,COM VÍTIMA,FINALIZADA,TEJIPIO,RUA FALCAO DE LACERDA,3,387,,NO SEMÁFORO 285,RUA FALCAO DE LACERDA,387,NO SEMÁFORO 285,TEJIPIÓ,ABALROAMENTO TRANSVERSAL,AUTO E MOTO,1,1,,,,,,,,1,,285,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,,,
